Part Code,Series,Description,UOM,Group Code,Group Name,Class Code,Class Name,Activity Code,Activity Name,,,
11101.13652,13652,NRV 3/4'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13653,13653,BRASS REDUCER BUSH 1''X 3/4'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13654,13654,"GREEN TRANSITION COUPLING/ M 32MM X 1""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13655,13655,PPR GATE VALVE 32MM,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13663,13663,"BD6G 160MM (6"") ELBOW 45° DOUBLE SIDE RUBBER SOCKET GREY",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13664,13664,"CA730630 HP CAP PVC D.2"" BS",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13667,13667,GREEN REDUCER SOCKET 63MM/25MM,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13669,13669,GREEN BALL VALVE PP/BRASS 50MM,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13672,13672,GREEN REDUCER SOCKET 50MM/40MM,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13678,13678,"BRASS REDUCER BUSH 2""X 1 1/2""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13679,13679,COPPER GATE VALVE 28MM,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13680,13680,COPPER ELBOW 28MM X 90 DEG,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13681,13681,"COPPER MALE SOCKET 28MM X 1""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13682,13682,"GI FEMALE END CAP 1 1/4""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13683,13683,"PPR MALE UNION 50MM X 1 1/2""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13684,13684,"PPR MALE UNION 40MM X 1 1/4""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13685,13685,"CP EXTENSION 1/2""  MALE 10CM",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13686,13686,"CP EXTENSION 1/2""  FEMALE 15CM",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13687,13687,"BRASS NRV 1 X 1/4""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13688,13688,COPPER GATE VALVE 2 INCH FEMALE,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13689,13689,"BRASS Y-STAINER 1 1/4""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13690,13690,"BRASS Y-STAINER 2""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13691,13691,"GI RUBBER JOINT 1 1/4""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13692,13692,"BRASS NIPPLE 1 1/4""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13693,13693,"GI END CAP 2""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13694,13694,"GI RUBBER JOINT 1""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13695,13695,"PVC HP REDUCER BUSH 2"" X 1""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13696,13696,GI BOLT 16MM X 10CM,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13697,13697,GARDEN TAPE 1/2 INCH,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13698,13698,GI NUT BOLT AND WASHER 10MM X 25MM,Kg,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13699,13699,CPVC REDUCER BUSH 110MM X 63MM,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13700,13700,"PVC MALE SOCKET 2"" HP",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13701,13701,"PVC VENT CAP 4""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13702,13702,"PVC VENT CAP 3""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13703,13703,"COPPER MALE ELBOW 15MM X 1/2""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13704,13704,"CPVC BRASS MALE UNION 40MM X 1-1/4""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13705,13705,"CPVC BRASS MALE UNION 32MM X 1""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13706,13706,CPVC REDUCER BUSH 63MM X 32MM,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13707,13707,CPVC REDUCER BUSH 63MM X 40MM,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13708,13708,CPVC FIXED FLANGE 90MM,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13709,13709,CPVC REDUCER BUSH 90MM X 40MM,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13712,13712,63MM PIPE INSULATION,Lm,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13717,13717,2 INCH GI CLIP,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13718,13718,3 INCH QUICK VALVE,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13721,13721,WATER LEVEL INDICATOR 3M,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13722,13722,25MM INCH QUICK VALVE,Set,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13723,13723,VALVE BOX 6 INCH,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13726,13726,"CPVC MALE ADAPTOR 63X2""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13727,13727,"CPVC MALE ADAPTOR 50X1 1/2""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13728,13728,"CPVC MALE UNION 50MM X 1 1/2""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13731,13731,HPVC FLANGE COLLAR WITH GASKET 6'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13732,13732,HPVC REDUCER BUSH 6'' X 3'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13733,13733,HPVC REDUCER BUSH 3'' X 2'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13734,13734,HPVC REDUCER BUSH 2''X 1-1/4'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13735,13735,EQUAL TEE 2'' HP,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13736,13736,FEMALE SOCKET 1/2'' HP,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13737,13737,SOCKET HP 2'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13738,13738,"GI BOLT, NUT W/ DOUBLE WASHER 14MM X 110MM LONG",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13739,13739,BRASS HEX NIPPLE 1/2'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13740,13740,BRASS GATE VALVE 1/2'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13741,13741,HPVC MALE SOCKET 1/2'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13742,13742,TEE HP 1/2'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13743,13743,PIPE 1/2'' HP,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13744,13744,UNION HP 1/2'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13745,13745,GI HANGING CLAMP 1/2'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13746,13746,FLANGE WITH COLLAR 3'' HP,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13747,13747,TEE HP 3'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13748,13748,ELBOW 3'' X 90DEG. HP,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13749,13749,ELBOW 3'' X 45DEG. HP,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13750,13750,RUBBER GASKET 1 X 1,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13751,13751,FEMALE SOCKET 2'' HP,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13752,13752,PIPE HP 3'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13753,13753,REDUCER BUSH 4'' X 3'' HP,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13754,13754,UNION HP 3'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13755,13755,"GI U BOLT, NUT WITH DOUBLE WASHER 3''",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13756,13756,REDUCER BUSH HP 6'' X 4'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13757,13757,REDUCER BUSH HP 4'' X 2'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13758,13758,BRASS BUSH 2'' X 1-1/2'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13759,13759,RUBBER CLAMP 1-1/4'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13760,13760,FLOOR DRAIN 2'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13761,13761,Y STAINER FLANGE TYPE 4'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13762,13762,RUBBER JOINT (FLANGE TYPE) 4'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13771,13771,4 INCH STEEL PIPE,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13772,13772,STEEL ELBOW 90 DEG,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13776,13776,"GREEN TRANSITION COUPLING/ M 25MM X 3/4""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13777,13777,"GREEN TRANSITION COUPLING/ M 40MM X 1.1/4""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13778,13778,"GREEN TRANSITION COUPLING/ M 50MM X 1.1/2""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13782,13782,"3/4"" BRASS FEMALE THREADED GATE VALVE",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13783,13783,"1"" BRASS FEMALE THREADED GATE VALVE",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13784,13784,AF28297L - DUCTILE IRON GULLY GRATING 400X400 D400  WITH KITE MARK,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13785,13785,AF30259 - CHANNEL GRATING 750X300X5CM D400 AFI BTH01002,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13786,13786,AF30178L - GULLY &  CHANNEL GRATING 750X350MM D400,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13787,13787,AF30258 - CHANNEL GRATING 750X250X5CM D400 AFI BTH01002,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13788,13788,AF30233 - MAN HOLE COVER & FRAME D/TRI 600X600MM BS EN-124 D400 SJIF,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13789,13789,"ALUMINUM FSK TAPE, 3"" X 25YRD",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13790,13790,"ZC-125-4NL 8-3/8"" DIA ROOF DRAIN",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13795,13795,BRASS FEMALE ELBOW 1/2'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13796,13796,BRASS DOUBLE NIPPLE 1/2'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13797,13797,BRASS MALE SOCKET 1/2'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13798,13798,BRASS FEMALE TEE 1/2'' 2SIDED,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13799,13799,PVC ADAPTOR MALE 3/4'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13800,13800,PVC REDUCER BUSH 2'' X 1'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13801,13801,GI SINGLE CLAMP 2'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13802,13802,RUBBER WASHER 1/2'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13803,13803,RUBBER WASHER 3/4'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13804,13804,BOTTLE TRAP SMALL 1-1/2'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13805,13805,MAGIC HOSE FLEXIBLE 1-1/2'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13812,13812,GREEN REDUCER SOCKET 40MM/25MM,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13847,13847,PUSH TAP 1/2 INCH,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13848,13848,PPR FEMALE SOCKET 32 X 3/4 INCH,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13849,13849,PPR REDUCER 32 X 20MM,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13850,13850,PPR ELBOW 32MM,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13851,13851,PPR ELBOW 50MM,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13852,13852,PPR ELBOW 20MM,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13853,13853,CANVASS CLOTH,Rolls,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13879,13879,"ET43B 110MM (4"") EQUAL TEE 87.5° ALL SIDE SOLVENT SOCKET RED",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13880,13880,ZMES-150FCO-SS316-MATT FLOOR CLEANOUT SS 316 150X150MM TOP,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13883,13883,"BVS13090 HP BALL VALVE PLAIN SOCKETS D.3""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13884,13884,"EY531100 HP 45° ELBOW PVC D.4"" BS",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13885,13885,RUBBER CLAMP 110MM,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13890,13890,1X1/2 INCH HP SOCKET,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13891,13891,1X1/2 INCH 45 DEG HP ELBOW,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13895,13895,STOP VALVE OPEN 40MM,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13896,13896,"COPPER REDUCER 2X1 1/4""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13897,13897,"FLOAT VALVE 1-1/4""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13930,13930,"COMPRESSOR ELBOW FEMALE 2"" X 90 DEG",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13931,13931,"COMPRESSOR SOCKET FEMALE 2""",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13932,13932,"SOCKET MALE 1-1/2"" HP",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13934,13934,1006063000 90° ELBOW 63 - (PP COMPRSN. FITTINGS),Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13935,13935,1005063000 90° TEE 63 (PP COMPRSN. FITTINGS),Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13936,13936,1001063000 COUPLING 63 (PP COMPRSN. FITTINGS),Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13942,13942,"POLYFLEX ALUMINUM FSK TAPE 3"" 16ROLLS/BOX",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13943,13943,THERMOFOAM XLPE PIPE INSULATION 26MM ID X 25MM THICK (PPR),Lm,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13944,13944,THERMOFOAM XLPE PIPE INSULATION 33MM ID X 25MM THICK (PPR),Lm,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13951,13951,COMPRESSED AIR PIPE 8MMX50MTR INNER DIA,Rolls,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13952,13952,HEATING COIL,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13960,13960,"SS2894 THX1A-5N - COLOR: LAVATORY, COMPANY: TOTO-IN, COUNTRY: INDO, MODEL: P-TRAP FOR LAVATORY, SIZE: L=308MM",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13971,13971,WATER FILTER SET,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13972,13972,COPPER REDUCER BUSH 1.5 X 1 1/4'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13973,13973,COPPER Y STRAINER 1.5'' FEMALE THREAD,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13974,13974,COPPER COMPRESSION MALE SOCKET 35MM X 1-1/4'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13975,13975,COPPER COMPRESSION MALE SOCKET 28MM X 1'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13976,13976,COPPER COMPRESSION FEMALE SOCKET 54MM X 2'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13977,13977,COPPER REDUCER BUSH 1 X 1/2'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13978,13978,STEEL EXTENSION SOCKET 10MM HD,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13979,13979,STEEL EXTENSION SOCKET 15MM HD,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13980,13980,STEEL EXTENSION SOCKET 20MM HD,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13981,13981,RUBBER FLEXIBLE FLANGE 3'',Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13986,13986,HDPE ELBOW 63MM FEMALE BRASS ADAPTER BUTT JOINT SDR11 UK,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13997,13997,"PTG45B 110MM (4"") P-TRAP GULLY SOLVENT SOCKET RED",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13998,13998,"CO23G 50MM (2"") STRAIGHT COUPLER SOLVENT SOCKET GREY",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.13999,13999,16A ISOLATOR METAL IP65 DP+E,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.14000,14000,42MM 90 DEGDEG ELBOW COPPER COMPRESSOR CONEX UK,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.14001,14001,"42MM 45 DEG ELBOW COPPER BRAZZING 1 1/2"" CONEX UK",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.14002,14002,"42MM TEE COPPER COMPRESSOR 1 1/2"" CONEX UK",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.14003,14003,"42MM COPPER PIPE 6M LEGTH 1 1/2"" UK",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.14004,14004,"42MM MALE SOCKET COPPER COMPRESSOR 1 1/2"" UK",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.14005,14005,"1 1/2"" Y STAINER FEMALE PEGLER",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.14006,14006,"1 1/2"" X 40MM BUSH COPPER THREAD UK",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.14007,14007,"3/4"" NRV PEGLER FULL BRASS UK(SWING TYPE)",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.14008,14008,COPPER ELBOW 28MM X 45 DEG BRAZING UK,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.14009,14009,60MM BLACK INSULATION 1.8 MTR,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.14010,14010,RUBBER PAD 25MM X 20 X 20,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.14018,14018,"Y-417 3/4"" T&P VALVE",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.14019,14019,"STAR RS 25/6 ""WILO"" HOT WATER CIRCULATION PUMP WITH 24HR TIMER, 240V/1PH/50HZ",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.14020,14020,"STAR RS 25/6 ""WILO"" HOT WATER CIRCULATION 240V/1PH/50HZ",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.14035,14035,FEMALE BUSH CHROME,Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.14038,14038,"YB33G 82MM (3"") WYE BRANCH 45° ALL SIDE SOLVENT SOCKET GREY",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.14039,14039,"BD33G 82MM (3"") ELBOW 45° DOUBLE SIDE SOLVENT SOCKET GREY",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
11101.14040,14040,"EL33G 82MM (3"") ELBOW 90° DOUBLE SIDE SOLVENT SOCKET GREY",Pcs,11101,Plumbing & Drainage Sundries,31,Plumbing & Drainage Sundries,4,MEP,,,
