Part Code,Series,Description,UOM,Group Code,Group Name,Class Code,Class Name,Activity Code,Activity Name,,,
11004.30505,30505,4CX50MM2 FIRE RATED CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30506,30506,4CX70MM2 FIRE RATED CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30507,30507,4CX95MM2 FIRE RATED CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30508,30508,4CX120MM2 FIRE RATED CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30509,30509,4CX150MM2 FIRE RATED CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30510,30510,4CX185MM2 FIRE RATED CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30511,30511,4CX240MM2 FIRE RATED CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30512,30512,4CX300MM2 FIRE RATED CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30513,30513,1CX6MM2 PVC/ECC,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30514,30514,1CX10MM2 PVC/ECC,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30515,30515,1CX16MM2 PVC/ECC,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30516,30516,1CX25MM2 PVC/ECC,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30517,30517,1CX35MM2 PVC/ECC,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30518,30518,1CX50MM2 PVC/ECC,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30519,30519,1CX70MM2 PVC/ECC,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30520,30520,1CX95MM2 PVC/ECC,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30521,30521,1CX120MM2 PVC/ECC,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30522,30522,1CX150MM2 PVC/ECC,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30523,30523,1CX240MM2 PVC/ECC,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30524,30524,1CX300MM2 PVC/ECC,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30526,30526,CABLE GLAND FOR 4X16SQMM CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30527,30527,CABLE GLAND FOR 4X25SQMM CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30528,30528,CABLE GLAND FOR 4X35SQMM CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30529,30529,CABLE GLAND FOR 4X50SQMM CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30531,30531,CABLE GLAND FOR 4X95SQMM CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30532,30532,CABLE GLAND FOR 4X120SQMM CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30533,30533,CABLE GLAND FOR 4X150SQMM CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30534,30534,CABLE GLAND FOR 4X185SQMM CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30535,30535,CABLE GLAND FOR 4X240SQMM CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30536,30536,CABLE GLAND FOR 4X300SQMM CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30541,30541,50MM CABLE LUGS,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30543,30543,95MM CABLE LUGS,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30544,30544,120MM CABLE LUGS,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30545,30545,150MM CABLE LUGS,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30546,30546,185MM CABLE LUGS,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30547,30547,240MM CABLE LUGS,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30548,30548,300MM CABLE LUGS,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30549,30549,4CX16 SQMM CABLE CLIP,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30550,30550,4CX25 SQMM CABLE CLIP,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30551,30551,4CX35 SQMM CABLE CLIP,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30552,30552,4CX50 SQMM CABLE CLIP,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30553,30553,4CX70 SQMM CABLE CLIP,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30554,30554,4CX95 SQMM CABLE CLIP,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30555,30555,4CX120 SQMM CABLE CLIP,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30556,30556,4CX150 SQMM CABLE CLIP,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30557,30557,4CX185 SQMM CABLE CLIP,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30558,30558,4CX240 SQMM CABLE CLIP,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30559,30559,4CX300 SQMM CABLE CLIP,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30560,30560,2CX1.5 SQMM MICC CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30561,30561,2CX2.5 SQMM MICC CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30562,30562,2CX4.0 SQMM MICC CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30563,30563,2CX6.0 SQMM MICC CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30564,30564,MICC TERMINATION KIT,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30565,30565,2CX1.5 SQMM MICC CABLE GLAND,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30566,30566,2CX2.5 SQMM MICC CABLE GLAND,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30567,30567,2CX4.0 SQMM MICC CABLE GLAND,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30568,30568,2CX6.0 SQMM MICC CABLE GLAND,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30569,30569,2CX1.5 SQMM MICC CABLE CLIP,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30570,30570,2CX2.5 SQMM MICC CABLE CLIP,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30571,30571,2CX4.0 SQMM MICC CABLE CLIP,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30572,30572,2CX6.0 SQMM MICC CABLE CLIP,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30573,30573,2.5MM CABLE CONNECTOR,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30574,30574,4MM CABLE CONNECTOR,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30575,30575,6MM CABLE CONNECTOR,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30576,30576,10MM CABLE CONNECTOR,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30577,30577,16MM CABLE CONNECTOR,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30578,30578,2.5MM CABLE FERRULE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30579,30579,4MM CABLE FERRULE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30580,30580,6MM CABLE FERRULE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30581,30581,10MM CABLE FERRULE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30582,30582,16MM CABLE FERRULE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30583,30583,2.5MM CABLE SLEEVES,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30584,30584,4MM CABLE SLEEVES,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30585,30585,6MM CABLE SLEEVES,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30586,30586,10MM CABLE SLEEVES,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30587,30587,16MM CABLE SLEEVES,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30588,30588,25MM CABLE SLEEVES,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30589,30589,35MM CABLE SLEEVES,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30590,30590,50MM CABLE SLEEVES,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30591,30591,70MM CABLE SLEEVES,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30592,30592,95MM CABLE SLEEVES,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30593,30593,120MM CABLE SLEEVES,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30594,30594,185MM CABLE SLEEVES,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30595,30595,240MM CABLE SLEEVES,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30596,30596,300MM CABLE SLEEVES,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30680,30680,4CX16MM CU/XLPE/SWA/PVC CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30681,30681,4Cx10mm CU/XLPE/SWA/PVC CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30682,30682,1Cx16mm CU/PVC CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30683,30683,1Cx10mm CU/PVC CABLE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30684,30684,1Cx6mm CU/PVC,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30685,30685,1Cx300mm CU/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30686,30686,1Cx150mm CU/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30687,30687,4X240mm CU/XLPE/SWA/PVC Cable,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30688,30688,4CX25MM CU/XLPE/SWA/PVC CABLE,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30689,30689,3Cx6mm CU/XLPE/SWA/PVC CABLE,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30690,30690,4Cx10mm CU/MICA/XLPE/SWA/LSFH Cable,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30691,30691,1Cx240mm CU/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30692,30692,2Cx25mm XLPE/SWA/PVC CABLE,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30699,30699,2Cx25mm XLPE/SWA/PVC CABLE,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30700,30700,2Cx25mm XLPE/SWA/PVC CABLE,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30759,30759,EARTHING AND LIGTNING PROTECTION,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30765,30765,800 SQMM CABLE LUGS,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30766,30766,6 SQMM CABLE LUGS,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30778,30778,1CX4MM2 CU/PVC,Rolls,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30779,30779,4Cx50mm2 CU/XLPE/SWA/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30780,30780,1Cx25mm2 CU/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30788,30788,2L2.5 LSF Orange drum - Wrexham UK,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30789,30789,2L4 LSF Orange - Wrexham UK,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30790,30790,Metallic DC Clip 25x3mm Bare Tape- An wallis UK,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30795,30795,4Cx35mm2 CU/XLPE/SWA/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30796,30796,1CX2.5MM2 CU/PVC,Rolls,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30797,30797,300MM cable sleeve,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30798,30798,95mm Cable sleeve,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30799,30799,150mm Cable sleeve,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30807,30807,CABLE SLEEVE,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30808,30808,4MM CABLE SLEEVE,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30809,30809,10/8mm Consist of 7 Micro ducts,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30820,30820,PVC Gland 1Cx1500,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30821,30821,ARMOURED CABLE GLANE 32S,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30822,30822,ARMOURED CABLE GLANE 32L,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30823,30823,ARMOURED CABLE GLANE 40L,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30824,30824,ARMOURED CABLE GLANE 50S,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30825,30825,Armoured cable glane 63s,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30826,30826,ARMOURED CABLE GLANE 75S,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30827,30827,ARMOURED CABLE GLANE 75L,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30840,30840,2.5MM MICC SLEEVE RED,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30841,30841,2.5MM MICC SLEEVE BLACK,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30842,30842,4MM MICC SLEEVE RED,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30843,30843,4MM MICC SLEEVE BLACK,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30844,30844,4MM MICC SLEEVE RED,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30845,30845,4MM MICC SLEEVE BLACK,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30848,30848,3CX16MM2 XLPE/SWA/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30896,30896,MICC SPARE BLADES,Pkts,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30899,30899,400 SQMM CABLE LUGS,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30900,30900,1CX16MM WIRE-RED,Rolls,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30901,30901,1CX16MM WIRE-YELLOW,Rolls,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30902,30902,1CX16MM WIRE-BLUE,Rolls,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30903,30903,1CX16MM WIRE-BLACK,Rolls,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30904,30904,1CX16MM WIRE-Y/G,Rolls,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30908,30908,4MM 2 CORE CABLE XLPE/SWA/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30912,30912,75L CABLE GLAND,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30916,30916,3CX6MM2 FIRE RATED CABLE,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30918,30918,63MM PIN LUGS,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.30919,30919,400MM CABLE SLEEVES,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31000,31000,4Cx95MM CU/MICA/XLPE/SWA/HFFR CABLE,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31001,31001,1Cx95MM CU/MICA/XL-HFFR Y/G CABLE,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31002,31002,4Cx10MM CU/MICA/XLPE/SWA/HFFR CABLE,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31085,31085,3CX10MM2 XLPE/SWA/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31093,31093,6X6MM CABLE LUG,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31317,31317,4CX2.5MM2 CU/XLPE/SWA/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31318,31318,4CX300 MM2 CU/MICA/XLPE/ SWA/ LSFH,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31319,31319,4CX25 MM2 CU/MICA/XLPE/ SWA/ LSFH,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31320,31320,1CX95 MM CU/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31321,31321,1C X35 MM2 CU/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31347,31347,1CX630MM2 CU/XLPE/CWA/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31587,31587,1CX35MM CU/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31670,31670,4C 70MM² XLPE/SWA/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31671,31671,4C 25MM² XLPE/SWA/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31672,31672,2C 16MM² XLPE/SWA/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31674,31674,CABLE GLAND FOR CABLE 300MM,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31675,31675,CABLE GLAND FOR CABLE 150MM,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31676,31676,CABLE GLAND FOR CABLE 70MM,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31677,31677,CABLE GLAND FOR CABLE 35MM,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31678,31678,150X150 IP 65 METAL JUNCTION BOX,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31679,31679,1CX1.5MM WIRE -RED,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31680,31680,1CX1.5MM WIRE -YELLOW,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31681,31681,1CX1.5MM WIRE -BLUE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31761,31761,2C X 0.5MM CORE WIRE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31763,31763,EARTHING STRIP,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31771,31771,2CX0.75MM WIRE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31772,31772,2.5MM SC WIRE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31773,31773,2.5 SC WIRE 500MTR,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31774,31774,4MM SC WIRE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31775,31775,4MM SC WIRE 500MTS Y/G,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31776,31776,5CX70MM RUBBER CABLE,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31777,31777,6MM SINGLE CORE WIRE,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31806,31806,3CX4MM2 XLPE/SWA/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31807,31807,3CX2.5MM RUBBER CABLE,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31808,31808,1CX25MM2 CU/PVC - YELLOW,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31809,31809,1CX25MM2 CU/PVC - BLUE,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31810,31810,1CX25MM2 CU/PVC - BLACK,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31811,31811,1CX25MM2 CU/PVC - Y/G,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31812,31812,1CX25MM2 CU/PVC - RED,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31813,31813,2CX4MM WIRE,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31822,31822,3CX4MM2 CU/XLPE/SWA/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31834,31834,5CX4MM FLEXIBLE CABLE,Rolls,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.31937,31937,2CX1MM FLEXIBLE CABLE,Rolls,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32064,32064,4CX6MM2 CU/XLPE/SWA/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32065,32065,4CX4MM CU/XLPE/SWA/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32066,32066,3CX16MM2 CU/XLPE/SWA/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32067,32067,3CX10MM2 CU/XLPE/SWA/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32068,32068,4CX240MM2 CU/MICA/XLPE/SWA/LSFH,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32069,32069,4CX120MM2 CU/MICA/XLPE/SWA/LSFH,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32070,32070,4CX95MM2 CU/MICA/XLPE/SWA/LSFH,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32071,32071,4CX25MM2 CU/MICA/XLPE/SWA/LSFH,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32072,32072,4CX16MM CU/MICA/XLPE/SWA/LSFH,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32073,32073,4CX10MM CU/MICA/XLPE/SWA/LSFH,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32074,32074,4CX6MM CU/MICA/XLPE/SWA/LSFH,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32075,32075,4CX4MM CU/MICA/XLPE/SWA/LSFH,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32076,32076,3CX10MM CU/MICA/XLPE/SWA/LSFH,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32077,32077,BELDEN CABLE KNX CABLE GREEN PART NO -YE00820 EIB 2X2X0.8MM,Rolls,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32088,32088,COPPER CABLE LUGS 300MMX10MM,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32089,32089,COPPER CABLE LUGS 120MMX10MM,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32090,32090,COPPER CABLE LUGS 70MMX8MM,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32091,32091,COPPER CABLE LUGS 50MMX8MM,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32092,32092,COPPER CABLE LUGS 6MMX6MM,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32096,32096,10MM SINGLE CORE WIRE,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32097,32097,3CX6MM FLEXIBLE WIRE M,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32100,32100,3CX2.5MM CU/XLPE/SWA/PVC,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32107,32107,63S CABLE GLAND CW,Pcs,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32114,32114,1CX150MM CABLE,Lm,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32126,32126,4C X 18AWG SHIELDED MULTI CONDUCTOR LSZH CABLE - NORDEN - 305M/ ROLL,Rolls,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32202,32202,CABLE SLEEVE 8MM RED,Rolls,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32203,32203,CABLE SLEEVE 8MM YELLOW,Rolls,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32204,32204,CABLE SLEEVE 8MM BLACK,Rolls,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32205,32205,CABLE SLEEVE 8MM Y/G,Rolls,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32206,32206,CABLE SLEEVE 8MM BLUE,Rolls,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32207,32207,CABLE SLEEVE 15MM RED,Rolls,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32208,32208,CABLE SLEEVE 15MM YELLOW,Rolls,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32209,32209,CABLE SLEEVE 15MM BLACK,Rolls,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32210,32210,CABLE SLEEVE 15MM Y/G,Rolls,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
11004.32211,32211,CABLE SLEEVE 15MM BLUE,Rolls,11004,Cables & Wires,25,Cables & Wires,4,MEP,,,
