Site,PO,ID No,Vendor,Value
173,60269,11304,SunTech Trading Co. W.L.L,1100
M38,60270,19999,Cash,150
137.19,60271,10126,Hempel Paints,2461.5
176,60272,17765,Al Attiya Motors and Trading Co.,1650
M18,60273,17765,Al Attiya Motors and Trading Co.,238
169,60274,17765,Al Attiya Motors and Trading Co.,1012
175,60275,17765,Al Attiya Motors and Trading Co.,400
176,60276,30291,Safeguard Trading & Contracting Co.,200
166,60277,19999,Cash,640
M30,60278,19999,Cash,620
176,60279,19999,Cash,2940
173,60280,19999,Cash,6548
123,60281,19999,Cash,40
M18,60282,19999,Cash,160
1111,60283,19999,Cash,40
169,60284,19999,Cash,1300
175,60285,19999,Cash,705
174,60286,19999,Cash,110
175,60287,19999,Cash,60
176,60288,11237,Aslak Trading & General Contracting,200
173,60289,11237,Aslak Trading & General Contracting,970
181,60290,10245,Don Construction Products - Qatar W.L.L,290
173,60291,39123,United Cooperation General Trading WLL,1750
169,60292,19999,Cash,90
173,60293,39123,United Cooperation General Trading WLL,1140
176,60294,19999,Cash,4000
122,60295,19999,Cash,1500
173,60296,19999,Cash,1407
176,60297,19999,Cash,375
173,60298,19999,Cash,0
173,60299,11843,ASTRON Certification WLL,9475
173,60300,10209,Madar Building Materials,42300
173,60301,11834,Al Alia Trading & Transporting Services WLL,41273.9
177,60302,30290,Clic Qatar Trading Company W.L.L,123977
M4,60303,19999,Cash,4750
173,60304,11847,United Gulf Cement Company,6875
173,60305,10156,Mohamed Abdulrahman Al-Bahar,1108.35
175,60306,19999,Cash,900
173,60307,11304,SunTech Trading Co. W.L.L,375
100,60308,19999,Cash,880
176,60309,11600,Lamha Trading Co.,188
175,60310,11351,Jotun Paints Qatar,4031
173,60311,11732,Nay Trading Co. W.L.L.,3191
173,60312,11541,Al Kuwaiti Stores W.L.L.,2325
173,60313,11619,Diamond Professional Trading & Contracting,1400
173,60314,11600,Lamha Trading Co.,120
173,60315,11263,Expanded Metal Manufacturing Co. Ltd.,1850
166,60316,11777,Computer Mart Trading,360
176,60317,19999,Cash,1169.06
100,60318,11472,Computer Plus,160
176,60319,19999,Cash,7494
123,60320,19999,Cash,300
100,60321,11488,GoDo Delivery,14500
176,60322,19999,Cash,1424
176,60323,11732,Nay Trading Co. W.L.L.,489
176,60324,10151,Hilti Qatar W.L.L,3178.23
181,60325,11732,Nay Trading Co. W.L.L.,280
176,60326,11732,Nay Trading Co. W.L.L.,280
173,60327,11732,Nay Trading Co. W.L.L.,1750
173,60328,11285,Olive Office Trading,3520
176,60329,11285,Olive Office Trading,720
181,60330,11285,Olive Office Trading,480
175,60331,11237,Aslak Trading & General Contracting,81
100,60332,19999,Cash,300
175,60333,19999,Cash,200
175,60334,19999,Cash,2250
166,60335,19999,Cash,642
100,60336,11325,Doha Modern Printing Press LTD.,1200
1061,60337,19999,Cash,190
166,60338,11536,Nabina Ceramic,1990.5
166,60339,11254,New Tools and Bolts Trading,105
169,60340,19999,Cash,645
175,60341,19999,Cash,740
181,60342,19999,Cash,29.99
175,60343,19999,Cash,470
175,60344,19999,Cash,25
173,60345,19999,Cash,26
176,60346,19999,Cash,186.01
176,60347,19999,Cash,80.03
100,60348,31037,AL HEMAYA INSURANCE BROKERAGE WLL,750
176,60350,31037,AL HEMAYA INSURANCE BROKERAGE WLL,950
175,60351,31037,AL HEMAYA INSURANCE BROKERAGE WLL,2650
173,60352,31037,AL HEMAYA INSURANCE BROKERAGE WLL,3000
166,60354,19999,Cash,105
M30,60355,19999,Cash,128
1061,60356,30195,Britannic Water Treatment Co.,1080
166,60357,11789,AL-SHARK SANITARY WARE CO. BUILD. MAT. & ELEC.,80
169,60358,19999,Cash,214
173,60360,19999,Cash,3772
173,60362,10245,Don Construction Products - Qatar W.L.L,800
150,60364,10202,Maysaloon Engineering Co.,4000
173,60365,19999,Cash,3986
176,60366,19999,Cash,2132
176,60367,19999,Cash,164
175,60368,19999,Cash,328
173,60369,11777,Computer Mart Trading,1475
173,60370,19999,Cash,950
181,60371,10137,Qatar Building Co,8093
1061,60372,19999,Cash,19272
M1,60373,19999,Cash,630
M4,60374,19999,Cash,1395.39
M30,60375,19999,Cash,750
100,60376,11251,E-Government,110
175,60377,19999,Cash,900
173,60378,19999,Cash,5000
M35,60379,11251,E-Government,200
100,60380,11777,Computer Mart Trading,890
100,60381,11251,E-Government,260
176,60382,11843,ASTRON Certification WLL,740
123,60383,11251,E-Government,2200
144,60384,11251,E-Government,120
169,60385,11251,E-Government,9880
173,60386,11251,E-Government,10590
175,60387,11251,E-Government,660
176,60388,11251,E-Government,360
M18,60389,11251,E-Government,4140
M26,60390,11251,E-Government,130
M35,60391,11251,E-Government,9760
M4,60392,11251,E-Government,557
1111,60393,11251,E-Government,120
137.17,60394,31048,PREMIER CONTRACTING WLL,1500
173,60395,17765,Al Attiya Motors and Trading Co.,3394
169,60396,11806,Jersey Manufacturing,767.27
176,60397,10245,Don Construction Products - Qatar W.L.L,2250
166,60398,17765,Al Attiya Motors and Trading Co.,556
M18,60399,17765,Al Attiya Motors and Trading Co.,556
175,60400,17765,Al Attiya Motors and Trading Co.,709
176,60401,17765,Al Attiya Motors and Trading Co.,1390
173,60403,11847,United Gulf Cement Company,6875
173,60404,30997,Tawarat Contracting,17000.01
M4,60405,30433,Wood Architectural Works W.L.L.,1565
176,60406,30541,Qatar International Safety Centre WLL,8400
176,60407,11789,AL-SHARK SANITARY WARE CO. BUILD. MAT. & ELEC.,1792.5
100,60408,19999,Cash,836.5
175,60409,19999,Cash,722.5
175,60410,11777,Computer Mart Trading,750
173,60411,10245,Don Construction Products - Qatar W.L.L,1100
173,60412,11470,Alabama Trading,4200
181,60413,11732,Nay Trading Co. W.L.L.,1046
175,60414,10258,True Link Trading and Contracting WLL,565
M18,60415,17765,Al Attiya Motors and Trading Co.,556
M18,60416,17765,Al Attiya Motors and Trading Co.,556
181,60417,19999,Cash,215
175,60418,19999,Cash,240
1061,60419,19999,Cash,480
1111,60420,19999,Cash,128
100,60421,31037,AL HEMAYA INSURANCE BROKERAGE WLL,7850
M1,60422,31037,AL HEMAYA INSURANCE BROKERAGE WLL,800
100,60423,19999,Cash,13000
181,60424,19999,Cash,4600
100,60426,19999,Cash,1250
175,60427,30222,Options Sign,6500
M30,60428,11237,Aslak Trading & General Contracting,3229
181,60429,11600,Lamha Trading Co.,101
173,60430,31039,Firestop Insulation Technologies W.L.L,609129
173,60432,19999,Cash,650
176,60433,10140,Qatar National Cement Co,14570.36
100,60434,10234,Qatar Fuel (WOQOD),4757.33
M4,60435,10234,Qatar Fuel (WOQOD),1640.8
M1,60436,10234,Qatar Fuel (WOQOD),4328.53
M17,60437,10234,Qatar Fuel (WOQOD),4237.92
129,60438,10234,Qatar Fuel (WOQOD),480.08
M30,60439,10234,Qatar Fuel (WOQOD),2118.67
123,60440,10234,Qatar Fuel (WOQOD),73.97
166,60441,10234,Qatar Fuel (WOQOD),1950.92
169,60442,10234,Qatar Fuel (WOQOD),20667.34
173,60443,10234,Qatar Fuel (WOQOD),110189.51
175,60444,10234,Qatar Fuel (WOQOD),14660.66
176,60445,10234,Qatar Fuel (WOQOD),57631.99
M18,60446,10234,Qatar Fuel (WOQOD),4840.79
181,60447,10234,Qatar Fuel (WOQOD),340.58
166,60448,11541,Al Kuwaiti Stores W.L.L.,810.99
166,60449,11351,Jotun Paints Qatar,1233
166,60450,11804,Beverly Hills Plastic Factory WLL,296
1061,60451,10234,Qatar Fuel (WOQOD),66.87
175,60452,11237,Aslak Trading & General Contracting,618.5
169,60453,19999,Cash,450
176,60454,10137,Qatar Building Co,137455
169,60455,10239,Abdel Latif,650
181,60456,11298,Ooredoo Q.S.C,675
173,60457,11847,United Gulf Cement Company,6875
173,60458,11410,Unipro Qatar,3500
144,60459,30370,Advanced Materials Company - Qatar L.L.C.,2700
173,60460,10245,Don Construction Products - Qatar W.L.L,20580
173,60461,17777,Qatar Aerated Concrete Industries Co. W.L.L.,86843.2
100,60462,19999,Cash,191.5
100,60463,19999,Cash,186.5
100,60464,19999,Cash,35
176,60465,11804,Beverly Hills Plastic Factory WLL,740
176,60466,11732,Nay Trading Co. W.L.L.,733
100,60467,10258,True Link Trading and Contracting WLL,908
173,60468,11541,Al Kuwaiti Stores W.L.L.,3582.5
175,60469,11600,Lamha Trading Co.,85
123,60470,30374,Phoenix Contracting & Trading Co.,3600
181,60471,10245,Don Construction Products - Qatar W.L.L,220
174,60472,10140,Qatar National Cement Co,1737.12
178,60473,11622,FD Consult,450000
173,60474,10112,Nehmeh Corporation LLC,2620
173,60475,11850,Putz World Co. WLL,21600
173,60476,11732,Nay Trading Co. W.L.L.,92.5
173,60478,10140,Qatar National Cement Co,28086.4
100,60479,19999,Cash,7
173,60480,10112,Nehmeh Corporation LLC,872
173,60481,11847,United Gulf Cement Company,27500
173,60482,10245,Don Construction Products - Qatar W.L.L,2650
173,60483,30325,Al Lira Al Zahabiya Trading Contracting,825
176,60484,11777,Computer Mart Trading,3070
176,60485,10258,True Link Trading and Contracting WLL,550
176,60486,10245,Don Construction Products - Qatar W.L.L,1100
173,60487,17769,Ibn Firnas Trading & Contracting,1420
129,60488,19999,Cash,6
166,60489,10151,Hilti Qatar W.L.L,3600
176,60490,19999,Cash,40
173,60491,19999,Cash,1162
122,60492,11719,Globelink West Star Shipping W.L.L.,1250
173,60493,10112,Nehmeh Corporation LLC,767
173,60494,17765,Al Attiya Motors and Trading Co.,1855
169,60495,30387,Al Anis Trading Co. W.L.L.,12000
M30,60496,19999,Cash,900
100,60497,11757,INTEGRAL SERVICES,580
100,60498,11830,AUTO CLASS CARS,38000
175,60499,30108,Al-Rafee Enterprises W.L.L,425000
176,60500,39123,United Cooperation General Trading WLL,3880
181,60501,11237,Aslak Trading & General Contracting,931
100,60503,11777,Computer Mart Trading,12740
M4,60504,19999,Cash,15000
173,60505,30383,ABCO AM Equipment Trading W.L.L.,4900
176,60507,19999,Cash,1312
169,60508,19999,Cash,164
100,60509,19999,Cash,300
176,60510,11335,Dutest Qatar W.L.L,560
100,60511,19999,Cash,895.75
169,60512,31050,MEKDAM CAMS W.L.L,10650
175,60513,19999,Cash,164
100,60515,19999,Cash,950
173,60516,19999,Cash,4486
173,60517,11732,Nay Trading Co. W.L.L.,185
137.17,60518,30316,Solutions for Control and Automation W.L.L,1500
1061,60519,19999,Cash,728
181,60520,19999,Cash,23
1061,60521,30461,NRG International,5073
166,60522,19999,Cash,91
M30,60523,19999,Cash,3750
175,60524,39123,United Cooperation General Trading WLL,1500
129,60525,30172,Ismail Bin Ali Furniture Industry WLL,2500
M30,60526,10151,Hilti Qatar W.L.L,1571.86
175,60527,31051,POPULAR TRADING & CONTRACTING WLL,2850
181,60528,10130,Khalifa Steel Industries Co,16500
100,60529,19999,Cash,700
173,60530,19999,Cash,80
169,60531,11600,Lamha Trading Co.,855
175,60532,39125,Equipment Trading & Contracting Co. WLL,120
M18,60533,19999,Cash,4
M30,60534,19999,Cash,750
100,60535,10236,Al Hamad Automobiles Co. W.L.L,3045
129,60536,11237,Aslak Trading & General Contracting,807.5
M30,60537,11237,Aslak Trading & General Contracting,886
173,60538,19999,Cash,550
173,60539,19999,Cash,418
M17,60540,19999,Cash,93
173,60541,30383,ABCO AM Equipment Trading W.L.L.,2000
M17,60542,19999,Cash,733
173,60543,11254,New Tools and Bolts Trading,1560
173,60544,11304,SunTech Trading Co. W.L.L,700
181,60545,10239,Abdel Latif,12000
129,60546,30367,2M Trading & Contracting Co.,2750
168,60547,19999,Cash,69
M30,60548,19999,Cash,638.75
129,60549,19999,Cash,197
100,60550,19999,Cash,150
181,60551,19999,Cash,428
173,60552,19999,Cash,125
M18,60553,19999,Cash,470
100,60554,19999,Cash,493
173,60555,31052,Al Doha Landscape Trading & Contracting W.L.L,360000
M18,60556,19999,Cash,195
166,60557,10151,Hilti Qatar W.L.L,1491.79
166,60558,30393,Dream Glass Trading & Contracting W.L.L,18315
M30,60559,19999,Cash,133
181,60560,19999,Cash,154
M30,60561,17777,Qatar Aerated Concrete Industries Co. W.L.L.,25107.5
176,60562,11732,Nay Trading Co. W.L.L.,3772.5
173,60564,10239,Abdel Latif,1200
175,60565,19999,Cash,3005
173,60566,39123,United Cooperation General Trading WLL,1500
173,60567,19999,Cash,1362.31
176,60568,11852,ASAS CONSTRUCTION CHEMICAL FACTORY,10800
176,60569,11732,Nay Trading Co. W.L.L.,215
129,60570,19999,Cash,30
100,60571,11472,Computer Plus,90
173,60572,19999,Cash,410.31
173,60573,11732,Nay Trading Co. W.L.L.,4554.75
1061,60574,30355,Qatar Trading Company,502
181,60575,10209,Madar Building Materials,11160
129,60576,30345,Al Amaan Interior Decoration,2400
169,60578,19999,Cash,703.5
140,60579,19999,Cash,1360
173,60580,19999,Cash,801
181,60581,19999,Cash,995
175,60582,19999,Cash,180
166,60583,19999,Cash,1700
169,60584,17773,Belarte Contracting Management and Design Develop,4500
122,60585,31019,Pledge Decoration W.L.L,6250
176,60586,39123,United Cooperation General Trading WLL,1560
100,60587,19999,Cash,732.25
122,60588,11539,Almoayyed Air Conditioning,17000
166,60589,11700,White Magic,1635
175,60590,39125,Equipment Trading & Contracting Co. WLL,350
169,60591,19999,Cash,50
166,60592,19999,Cash,40
M30,60593,19999,Cash,3750
166,60594,11777,Computer Mart Trading,360
169,60595,19999,Cash,100
166,60596,11804,Beverly Hills Plastic Factory WLL,740
168,60597,11541,Al Kuwaiti Stores W.L.L.,2978
M178,60598,11319,Qatari Diar Real Estate Investment Company,965776
169,60600,19999,Cash,328
175,60601,19999,Cash,164
176,60602,19999,Cash,2018
173,60603,19999,Cash,4920
169,60604,19999,Cash,100
173,60605,11712,Marina Platforms Qatar,8200
169,60606,30291,Safeguard Trading & Contracting Co.,280
169,60607,30387,Al Anis Trading Co. W.L.L.,7500
129,60608,11311,Al Nada International Factory,1900
M1,60609,17783,End of S.T.A.Y. Automotive | Art Studio,91250
176,60610,30379,Granity Marble & Granite W.L.L.,44000
173,60611,11853,QUALITY HYDRAULICS & GENERAL WLL,1600
M163,60612,30563,LUSAIL CITY DISTRICT COOLING CO.,1003822
173,60613,39123,United Cooperation General Trading WLL,2440
173,60614,11849,CONFIDENT TECHNICAL SERVICES,1100
173,60615,10140,Qatar National Cement Co,479.16
181,60616,10239,Abdel Latif,12000
176,60617,31014,NMPM Trading & Contracting W.L.L,86263
173,60618,11237,Aslak Trading & General Contracting,660
169,60619,19999,Cash,513.5
169,60620,19999,Cash,100
181,60621,19999,Cash,54
1111,60622,11600,Lamha Trading Co.,370
100,60623,11349,Canon Office Imaging Solutions L.L.C,870
176,60624,11777,Computer Mart Trading,400
173,60625,39123,United Cooperation General Trading WLL,2200
173,60626,39123,United Cooperation General Trading WLL,3400
176,60627,19999,Cash,1568
166,60628,19999,Cash,1500
176,60629,11608,Apollo Enterprises,5200
169,60630,30422,Tab Engineering Services,2000
166,60631,11536,Nabina Ceramic,4650
166,60632,11541,Al Kuwaiti Stores W.L.L.,690
176,60634,11798,AL-AWALIA,6000
176,60635,19999,Cash,1650
173,60636,19999,Cash,1813.75
176,60638,19999,Cash,1550
173,60639,30383,ABCO AM Equipment Trading W.L.L.,1350
175,60640,19999,Cash,1450
173,60641,11781,Arabian Trading Agencies Comapny W.L.L.,495
173,60642,11619,Diamond Professional Trading & Contracting,2085
173,60643,11263,Expanded Metal Manufacturing Co. Ltd.,1850
175,60644,11732,Nay Trading Co. W.L.L.,95
173,60645,19999,Cash,880
169,60646,19999,Cash,322.15
M4,60647,39122,Vision Trading Contracting & Services W.L.L,900
176,60648,30997,Tawarat Contracting,13200
173,60649,19999,Cash,1015
M30,60650,19999,Cash,175
M30,60651,19999,Cash,131
100,60652,19999,Cash,45
173,60654,11777,Computer Mart Trading,1575
173,60656,11581,Newtech Eng. & Trd. W.L.L.,900
173,60657,11732,Nay Trading Co. W.L.L.,5666
176,60658,11732,Nay Trading Co. W.L.L.,3801.4
173,60659,30122,Masa Access & Services WLL,35000
173,60660,39037,Jagsir Singh & Group,111076.16
173,60661,39131,JATINDER PAL,115303.25
173,60662,39121,Jahangir Hossain & Group,65151.73
173,60663,39025,Dos Mohamed Group,16904.84
173,60664,39112,Bajrang Singh & Group,30324.87
173,60665,39055,Lokbahadur & Group,14196
173,60666,39014,Ibrahim & Group,20791.06
173,60667,39132,KADIR MUSALMAN,20929.83
173,60668,39092,Bhalakaji Group,21813.65
173,60669,39081,Kamal & Group,9420.48
173,60670,39079,Mosharaf & Group,7640.95
176,60671,39133,KABIR HOWLADER,4221.24
176,60672,39069,Sunil Sharma & Group,21354.93
174,60673,39074,Mumthaz & Group,889.85
174,60674,39074,Mumthaz & Group,176.15
175,60675,39074,Mumthaz & Group,206.67
169,60676,39055,Lokbahadur & Group,443.57
175,60677,19999,Cash,1000
169,60678,39074,Mumthaz & Group,570.38
176,60679,11732,Nay Trading Co. W.L.L.,396
169,60680,39025,Dos Mohamed Group,690.19
169,60681,39014,Ibrahim & Group,945.58
181,60682,39128,ARJUN SARKAR,16457.57
181,60683,39127,Jitendra Chaudhary,16511.54
176,60684,39123,United Cooperation General Trading WLL,1475
176,60685,19999,Cash,200
100,60686,19999,Cash,300
173,60687,11853,QUALITY HYDRAULICS & GENERAL WLL,2000
176,60688,19999,Cash,1300
100,60689,19999,Cash,536.25
173,60690,11850,Putz World Co. WLL,27436
100,60691,19999,Cash,700
177,60692,30170,Sea Gulf For Equipment Company W.L.L,1358245
178,60693,30170,Sea Gulf For Equipment Company W.L.L,1145630
100,60694,11854,Microserve Data Recovery,8950
173,60695,11254,New Tools and Bolts Trading,912
176,60696,30460,Sama Steel,195967
173,60697,11732,Nay Trading Co. W.L.L.,394
173,60698,10245,Don Construction Products - Qatar W.L.L,400
176,60699,39123,United Cooperation General Trading WLL,940
173,60700,17777,Qatar Aerated Concrete Industries Co. W.L.L.,90320.6
100,60701,11732,Nay Trading Co. W.L.L.,400
176,60703,19999,Cash,1000
166,60704,19999,Cash,600
M30,60705,19999,Cash,580
176,60706,19999,Cash,2920
176,60707,19999,Cash,1158
173,60708,19999,Cash,8161
123,60709,19999,Cash,160
M18,60710,19999,Cash,260
169,60711,19999,Cash,565
175,60712,19999,Cash,80
174,60713,19999,Cash,50
181,60714,19999,Cash,1420
173,60715,11838,AHMADI INDUSTRIAL & ELECTRICAL EQUIPMENTS,1500
166,60716,11237,Aslak Trading & General Contracting,226
173,60717,19999,Cash,900
166,60718,11849,CONFIDENT TECHNICAL SERVICES,770
166,60719,19999,Cash,230
173,60720,17769,Ibn Firnas Trading & Contracting,4604
176,60721,19999,Cash,799.75
176,60722,19999,Cash,333.77
173,60723,19999,Cash,884
173,60724,19999,Cash,1276
173,60726,31053,Nano Plus Qatar,1592650
181,60727,11505,Simsima Tiles Blocks & Interlock Factory,7835
181,60728,10245,Don Construction Products - Qatar W.L.L,1100
1061,60729,11693,Alaska Cleaning Centre,8528
100,60730,19999,Cash,5000
173,60731,11834,Al Alia Trading & Transporting Services WLL,11500
M30,60732,19999,Cash,350.6
129,60733,19999,Cash,501
1009,60734,19999,Cash,66
175,60735,19999,Cash,230
181,60736,19999,Cash,56.5
166,60737,19999,Cash,18
166,60738,19999,Cash,2550
173,60739,11847,United Gulf Cement Company,27500
173,60740,19999,Cash,494.5
173,60741,11410,Unipro Qatar,3500
100,60742,19999,Cash,400
175,60743,39125,Equipment Trading & Contracting Co. WLL,720
173,60744,11732,Nay Trading Co. W.L.L.,2432.5
176,60745,11230,Qatar Paving Stones,6970
173,60746,17765,Al Attiya Motors and Trading Co.,3586.66
137.17,60747,11237,Aslak Trading & General Contracting,296
175,60748,17765,Al Attiya Motors and Trading Co.,396.5
176,60749,17765,Al Attiya Motors and Trading Co.,1823.9
181,60750,17765,Al Attiya Motors and Trading Co.,79.3
169,60751,17765,Al Attiya Motors and Trading Co.,475.8
M18,60752,17765,Al Attiya Motors and Trading Co.,237.9
100,60753,11472,Computer Plus,485
173,60754,11283,Wiltz Trading and Contracting W.L.L,9000
123,60755,11304,SunTech Trading Co. W.L.L,1475
176,60756,10239,Abdel Latif,550
100,60757,19999,Cash,129
176,60758,10126,Hempel Paints,94578.84
100,60759,19999,Cash,122
169,60760,30387,Al Anis Trading Co. W.L.L.,10500
176,60761,30541,Qatar International Safety Centre WLL,1200
100,60762,19999,Cash,6351.69
181,60763,10130,Khalifa Steel Industries Co,32991.75
166,60764,11732,Nay Trading Co. W.L.L.,235
173,60765,11471,Grand Store Trading and Contracting,30000
181,60766,11732,Nay Trading Co. W.L.L.,133
175,60767,11600,Lamha Trading Co.,2459.5
150,60768,19999,Cash,330
176,60769,19999,Cash,120
166,60770,11541,Al Kuwaiti Stores W.L.L.,1440
176,60771,11856,NASSER BIN KHALED HEAVY EQUIPMENT,35300
100,60772,19999,Cash,135
176,60774,19999,Cash,960.33
181,60775,19999,Cash,90
161,60776,19999,Cash,50
166,60777,19999,Cash,105
166,60778,10245,Don Construction Products - Qatar W.L.L,390
166,60779,31014,NMPM Trading & Contracting W.L.L,18000
181,60780,10140,Qatar National Cement Co,1625.36
100,60781,19999,Cash,20
176,60783,19999,Cash,80.87
175,60784,11449,Qatar Pipeline & Fittings Co. W.L.L,273
100,60785,19999,Cash,1123.25
176,60786,11732,Nay Trading Co. W.L.L.,749.5
M30,60787,19999,Cash,405
181,60788,19999,Cash,392
176,60789,11743,Shift Rubber Industries,1790
173,60791,19999,Cash,640
181,60792,19999,Cash,110
175,60793,19999,Cash,590
100,60794,19999,Cash,40
100,60795,19999,Cash,23200
176,60796,30303,Mizpah Trading & Contracting WLL,13054
176,60797,39123,United Cooperation General Trading WLL,810
181,60798,10151,Hilti Qatar W.L.L,1059.41
173,60799,11732,Nay Trading Co. W.L.L.,585
173,60800,11351,Jotun Paints Qatar,6000
173,60801,11732,Nay Trading Co. W.L.L.,348.2
175,60802,11600,Lamha Trading Co.,4384
173,60803,11619,Diamond Professional Trading & Contracting,6855.5
181,60804,11732,Nay Trading Co. W.L.L.,482.5
181,60805,11452,Nemer Metal Industries Factory,225
173,60806,11722,Alcat Heavy Equipment parts & Services,3900
173,60807,17769,Ibn Firnas Trading & Contracting,650
100,60808,11251,E-Government,2800
137.19,60809,11251,E-Government,4420
144,60810,11251,E-Government,5980
166,60811,11251,E-Government,2200
173,60812,11251,E-Government,6420
173,60813,10140,Qatar National Cement Co,20077.2
175,60815,11251,E-Government,2700
176,60816,11251,E-Government,2880
181,60817,11251,E-Government,3200
M18,60818,11251,E-Government,2440
M33,60819,11251,E-Government,1220
M35,60820,11251,E-Government,7090
M4,60821,11251,E-Government,1040
176,60822,19999,Cash,279
100,60823,19999,Cash,18000
169,60824,19999,Cash,10650
M4,60825,19999,Cash,85.53
100,60826,11251,E-Government,1890
169,60827,11251,E-Government,1000
144,60828,11251,E-Government,2100
M17,60829,11251,E-Government,120
M21,60830,11251,E-Government,250
M22,60831,11251,E-Government,600
M34,60832,11251,E-Government,600
M38,60833,11251,E-Government,200
M4,60834,11251,E-Government,1050
173,60835,11732,Nay Trading Co. W.L.L.,3480
176,60836,11732,Nay Trading Co. W.L.L.,1255
181,60837,11732,Nay Trading Co. W.L.L.,611
166,60838,11732,Nay Trading Co. W.L.L.,175
166,60839,11285,Olive Office Trading,560
181,60841,11285,Olive Office Trading,560
176,60842,19999,Cash,1854
176,60843,11285,Olive Office Trading,1600
173,60844,11285,Olive Office Trading,9200
166,60845,11541,Al Kuwaiti Stores W.L.L.,1621
169,60848,30422,Tab Engineering Services,2000
173,60850,19999,Cash,4314
166,60851,11351,Jotun Paints Qatar,2640
123,60852,11814,Simla Trading Co. W.L.L,3820
123,60853,19999,Cash,2300
100,60854,19999,Cash,880
100,60855,31029,Mohammed Hussain Saleh Al Abdulghani Trading Co.,960
129,60856,19999,Cash,1650
M7,60857,19999,Cash,7700
M7,60858,30387,Al Anis Trading Co. W.L.L.,5800
166,60859,19999,Cash,2500
166,60860,30393,Dream Glass Trading & Contracting W.L.L,1600
M163,60861,30422,Tab Engineering Services,14000
176,60863,19999,Cash,2749
150,60864,10131,Marine Trading & Contracting Co.,2350
M30,60865,11850,Putz World Co. WLL,9400
1111,60866,11600,Lamha Trading Co.,370
169,60867,11600,Lamha Trading Co.,437
181,60868,11600,Lamha Trading Co.,100
175,60869,11600,Lamha Trading Co.,662
150,60870,11600,Lamha Trading Co.,1802.5
173,60871,30122,Masa Access & Services WLL,24200
181,60872,11452,Nemer Metal Industries Factory,320
100,60873,11814,Simla Trading Co. W.L.L,240
176,60874,11843,ASTRON Certification WLL,770
175,60875,11777,Computer Mart Trading,105
176,60877,19999,Cash,150
173,60878,11254,New Tools and Bolts Trading,1880
173,60879,11732,Nay Trading Co. W.L.L.,5458.8
176,60881,11300,Qatar National Plastic Factory W.L.L,1462.61
173,60882,17765,Al Attiya Motors and Trading Co.,4012.01
175,60883,17765,Al Attiya Motors and Trading Co.,396.5
176,60884,17765,Al Attiya Motors and Trading Co.,3077.38
169,60885,17765,Al Attiya Motors and Trading Co.,475.8
173,60886,19999,Cash,400
M18,60887,17765,Al Attiya Motors and Trading Co.,237.9
M18,60888,17765,Al Attiya Motors and Trading Co.,237.9
169,60889,17765,Al Attiya Motors and Trading Co.,475.8
M18,60890,17765,Al Attiya Motors and Trading Co.,237.9
166,60891,19999,Cash,276
M178,60892,11251,E-Government,68550
176,60893,10243,Al Obaidly Trading & Services W.L.L.,196
176,60895,11777,Computer Mart Trading,55
100,60896,19999,Cash,300
175,60897,11482,Qatar Factory For Fire Fighting Equipment,1000
176,60898,11732,Nay Trading Co. W.L.L.,445
176,60899,19999,Cash,1706.75
181,60900,19999,Cash,804
181,60901,19999,Cash,300
169,60902,30513,Mostafa Khalil,1000
173,60903,31014,NMPM Trading & Contracting W.L.L,290000
168,60904,11600,Lamha Trading Co.,734
176,60907,39123,United Cooperation General Trading WLL,725
1061,60908,19999,Cash,266
173,60909,11732,Nay Trading Co. W.L.L.,475
173,60911,19999,Cash,660
166,60912,19999,Cash,552.5
1061,60913,11317,Abdulla Al Emadi Trading Group,650
181,60914,11600,Lamha Trading Co.,550
181,60915,10226,Al - Sahoo Trading Co.,1550.01
173,60916,19999,Cash,890
173,60917,11637,Sika Qatar LLC,1041
173,60918,10245,Don Construction Products - Qatar W.L.L,635
176,60919,19999,Cash,1175
173,60920,11351,Jotun Paints Qatar,25470
176,60921,19999,Cash,243
181,60922,19999,Cash,30
173,60923,11777,Computer Mart Trading,270
173,60924,19999,Cash,425
M39,60925,10239,Abdel Latif,11000
173,60926,10112,Nehmeh Corporation LLC,1250
173,60927,17777,Qatar Aerated Concrete Industries Co. W.L.L.,51959.2
173,60928,11541,Al Kuwaiti Stores W.L.L.,275
181,60929,19999,Cash,125
175,60930,19999,Cash,255
100,60931,10243,Al Obaidly Trading & Services W.L.L.,797
166,60932,11541,Al Kuwaiti Stores W.L.L.,55
166,60933,11804,Beverly Hills Plastic Factory WLL,740
176,60934,11541,Al Kuwaiti Stores W.L.L.,2360
100,60935,10234,Qatar Fuel (WOQOD),4389.29
M4,60936,10234,Qatar Fuel (WOQOD),3596.3
M1,60937,10234,Qatar Fuel (WOQOD),6542.64
M17,60938,10234,Qatar Fuel (WOQOD),4658.38
1061,60939,10234,Qatar Fuel (WOQOD),67.31
129,60940,10234,Qatar Fuel (WOQOD),183.63
181,60941,11449,Qatar Pipeline & Fittings Co. W.L.L,220
M30,60942,10234,Qatar Fuel (WOQOD),1835.08
150,60943,19999,Cash,200
122,60944,10234,Qatar Fuel (WOQOD),269.25
123,60945,10234,Qatar Fuel (WOQOD),244.56
M1,60946,10139,Qatar Islamic Insurance,1400
166,60947,10234,Qatar Fuel (WOQOD),1924.96
169,60948,10234,Qatar Fuel (WOQOD),17901.04
